event_id,session_id,student_id,timestamp,status,section_id,timetable_id,room_id,date,week_number,opened_by_staff_id,start_time,end_time,course_code,staff_id,semester,capacity,course_name,credit_hours,department,name,email,year_level,department_stu
EVT0004732,SESS00136,STU00100,2026-10-14 12:59:00,present,ATT-S007,TT0014,R03,2026-10-14,6,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Yara Anwar,student100@bua.edu.eg,2,Data Science
EVT0004733,SESS00136,STU00101,2026-10-14 12:57:00,present,ATT-S007,TT0014,R03,2026-10-14,6,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Dina Ghaly,student101@bua.edu.eg,2,Data Science
EVT0004734,SESS00136,STU00103,2026-10-14 13:02:00,present,ATT-S007,TT0014,R03,2026-10-14,6,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Rana Attia,student103@bua.edu.eg,1,AI Engineering
EVT0004735,SESS00136,STU00105,2026-10-14 13:08:00,present,ATT-S007,TT0014,R03,2026-10-14,6,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Basel Rizk,student105@bua.edu.eg,2,AI Engineering
EVT0004736,SESS00136,STU00106,2026-10-14 12:57:00,present,ATT-S007,TT0014,R03,2026-10-14,6,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Kirollos Fathy,student106@bua.edu.eg,2,Data Science
EVT0004737,SESS00136,STU00109,2026-10-14 13:09:00,present,ATT-S007,TT0014,R03,2026-10-14,6,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Dina Fathy,student109@bua.edu.eg,2,Information Systems
EVT0004738,SESS00136,STU00113,,absent,ATT-S007,TT0014,R03,2026-10-14,6,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Bishoy Sobhy,student113@bua.edu.eg,4,Information Systems
EVT0004739,SESS00136,STU00114,2026-10-14 13:03:00,present,ATT-S007,TT0014,R03,2026-10-14,6,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Hana Ibrahim,student114@bua.edu.eg,3,Information Systems
EVT0004740,SESS00136,STU00115,2026-10-14 13:06:00,present,ATT-S007,TT0014,R03,2026-10-14,6,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Marina Wahba,student115@bua.edu.eg,4,AI Engineering
EVT0004741,SESS00137,STU00006,2026-10-21 13:07:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Kirollos Samir,student6@bua.edu.eg,2,Data Science
EVT0004742,SESS00137,STU00014,2026-10-21 13:02:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Tamer Mikhail,student14@bua.edu.eg,2,AI Engineering
EVT0004743,SESS00137,STU00015,,absent,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Tamer Nabil,student15@bua.edu.eg,4,Computer Science
EVT0004744,SESS00137,STU00018,2026-10-21 13:12:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Hassan Ibrahim,student18@bua.edu.eg,2,AI Engineering
EVT0004745,SESS00137,STU00021,2026-10-21 13:10:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Yara Nabil,student21@bua.edu.eg,2,Information Systems
EVT0004746,SESS00137,STU00022,2026-10-21 13:09:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Ahmed Fahmy,student22@bua.edu.eg,4,AI Engineering
EVT0004747,SESS00137,STU00034,2026-10-21 13:14:00,late,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Bishoy Fahmy,student34@bua.edu.eg,3,AI Engineering
EVT0004748,SESS00137,STU00036,2026-10-21 12:59:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Fady Refaat,student36@bua.edu.eg,1,Information Systems
EVT0004749,SESS00137,STU00037,2026-10-21 13:00:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Youssef Wahba,student37@bua.edu.eg,4,AI Engineering
EVT0004750,SESS00137,STU00039,,absent,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Omar Hanna,student39@bua.edu.eg,3,Computer Science
EVT0004751,SESS00137,STU00041,2026-10-21 13:02:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Fady Kamel,student41@bua.edu.eg,1,Data Science
EVT0004752,SESS00137,STU00051,2026-10-21 13:09:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Amir Hanna,student51@bua.edu.eg,1,Information Systems
EVT0004753,SESS00137,STU00055,,absent,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Kirollos Ibrahim,student55@bua.edu.eg,3,Computer Science
EVT0004754,SESS00137,STU00056,2026-10-21 13:09:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Omar Nabil,student56@bua.edu.eg,3,Computer Science
EVT0004755,SESS00137,STU00061,2026-10-21 12:58:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Mohamed Adel,student61@bua.edu.eg,2,Computer Science
EVT0004756,SESS00137,STU00062,2026-10-21 13:05:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Basel Fouad,student62@bua.edu.eg,2,AI Engineering
EVT0004757,SESS00137,STU00064,,absent,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Farida Rizk,student64@bua.edu.eg,4,AI Engineering
EVT0004758,SESS00137,STU00065,2026-10-21 13:11:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Ahmed Fouad,student65@bua.edu.eg,2,Information Systems
EVT0004759,SESS00137,STU00066,2026-10-21 13:12:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Youssef Attia,student66@bua.edu.eg,3,Information Systems
EVT0004760,SESS00137,STU00067,2026-10-21 13:08:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Youssef Fahmy,student67@bua.edu.eg,4,Information Systems
EVT0004761,SESS00137,STU00068,2026-10-21 13:02:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Farida Nasser,student68@bua.edu.eg,1,Data Science
EVT0004762,SESS00137,STU00078,,absent,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Verina Attia,student78@bua.edu.eg,4,Information Systems
EVT0004763,SESS00137,STU00083,2026-10-21 12:59:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Amir Anwar,student83@bua.edu.eg,1,Computer Science
EVT0004764,SESS00137,STU00085,2026-10-21 13:07:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Bishoy Anwar,student85@bua.edu.eg,3,AI Engineering
EVT0004765,SESS00137,STU00086,,absent,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Bishoy Ghaly,student86@bua.edu.eg,2,Computer Science
EVT0004766,SESS00137,STU00087,2026-10-21 13:11:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Dina Adel,student87@bua.edu.eg,2,Data Science
EVT0004767,SESS00137,STU00089,2026-10-21 13:11:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Verina Nasser,student89@bua.edu.eg,1,Information Systems
EVT0004768,SESS00137,STU00091,2026-10-21 13:00:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Kirollos Saad,student91@bua.edu.eg,2,Information Systems
EVT0004769,SESS00137,STU00093,,absent,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Karim Fahmy,student93@bua.edu.eg,1,Information Systems
EVT0004770,SESS00137,STU00094,2026-10-21 13:08:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Youssef Ibrahim,student94@bua.edu.eg,4,Data Science
EVT0004771,SESS00137,STU00097,2026-10-21 13:07:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Karim Gerges,student97@bua.edu.eg,4,AI Engineering
EVT0004772,SESS00137,STU00100,2026-10-21 12:57:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Yara Anwar,student100@bua.edu.eg,2,Data Science
EVT0004773,SESS00137,STU00101,,absent,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Dina Ghaly,student101@bua.edu.eg,2,Data Science
EVT0004774,SESS00137,STU00103,2026-10-21 12:57:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Rana Attia,student103@bua.edu.eg,1,AI Engineering
EVT0004775,SESS00137,STU00105,2026-10-21 13:06:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Basel Rizk,student105@bua.edu.eg,2,AI Engineering
EVT0004776,SESS00137,STU00106,2026-10-21 13:00:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Kirollos Fathy,student106@bua.edu.eg,2,Data Science
EVT0004777,SESS00137,STU00109,2026-10-21 12:58:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Dina Fathy,student109@bua.edu.eg,2,Information Systems
EVT0004778,SESS00137,STU00113,2026-10-21 13:09:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Bishoy Sobhy,student113@bua.edu.eg,4,Information Systems
EVT0004779,SESS00137,STU00114,2026-10-21 12:59:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Hana Ibrahim,student114@bua.edu.eg,3,Information Systems
EVT0004780,SESS00137,STU00115,2026-10-21 13:01:00,present,ATT-S007,TT0014,R03,2026-10-21,7,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Marina Wahba,student115@bua.edu.eg,4,AI Engineering
EVT0004781,SESS00138,STU00006,2026-10-28 13:12:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Kirollos Samir,student6@bua.edu.eg,2,Data Science
EVT0004782,SESS00138,STU00014,2026-10-28 13:05:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Tamer Mikhail,student14@bua.edu.eg,2,AI Engineering
EVT0004783,SESS00138,STU00015,,absent,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Tamer Nabil,student15@bua.edu.eg,4,Computer Science
EVT0004784,SESS00138,STU00018,2026-10-28 13:11:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Hassan Ibrahim,student18@bua.edu.eg,2,AI Engineering
EVT0004785,SESS00138,STU00021,2026-10-28 13:07:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Yara Nabil,student21@bua.edu.eg,2,Information Systems
EVT0004786,SESS00138,STU00022,2026-10-28 13:01:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Ahmed Fahmy,student22@bua.edu.eg,4,AI Engineering
EVT0004787,SESS00138,STU00034,2026-10-28 13:00:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Bishoy Fahmy,student34@bua.edu.eg,3,AI Engineering
EVT0004788,SESS00138,STU00036,2026-10-28 12:59:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Fady Refaat,student36@bua.edu.eg,1,Information Systems
EVT0004789,SESS00138,STU00037,2026-10-28 13:06:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Youssef Wahba,student37@bua.edu.eg,4,AI Engineering
EVT0004790,SESS00138,STU00039,,absent,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Omar Hanna,student39@bua.edu.eg,3,Computer Science
EVT0004791,SESS00138,STU00041,,absent,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Fady Kamel,student41@bua.edu.eg,1,Data Science
EVT0004792,SESS00138,STU00051,,rejected_expired,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Amir Hanna,student51@bua.edu.eg,1,Information Systems
EVT0004793,SESS00138,STU00055,,absent,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Kirollos Ibrahim,student55@bua.edu.eg,3,Computer Science
EVT0004794,SESS00138,STU00056,2026-10-28 13:03:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Omar Nabil,student56@bua.edu.eg,3,Computer Science
EVT0004795,SESS00138,STU00061,2026-10-28 13:06:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Mohamed Adel,student61@bua.edu.eg,2,Computer Science
EVT0004796,SESS00138,STU00062,2026-10-28 13:04:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Basel Fouad,student62@bua.edu.eg,2,AI Engineering
EVT0004797,SESS00138,STU00064,,absent,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Farida Rizk,student64@bua.edu.eg,4,AI Engineering
EVT0004798,SESS00138,STU00065,2026-10-28 13:03:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Ahmed Fouad,student65@bua.edu.eg,2,Information Systems
EVT0004799,SESS00138,STU00066,2026-10-28 13:10:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Youssef Attia,student66@bua.edu.eg,3,Information Systems
EVT0004800,SESS00138,STU00067,2026-10-28 13:02:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Youssef Fahmy,student67@bua.edu.eg,4,Information Systems
EVT0004801,SESS00138,STU00068,2026-10-28 12:58:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Farida Nasser,student68@bua.edu.eg,1,Data Science
EVT0004802,SESS00138,STU00078,2026-10-28 13:02:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Verina Attia,student78@bua.edu.eg,4,Information Systems
EVT0004803,SESS00138,STU00083,2026-10-28 13:05:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Amir Anwar,student83@bua.edu.eg,1,Computer Science
EVT0004804,SESS00138,STU00085,2026-10-28 13:03:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Bishoy Anwar,student85@bua.edu.eg,3,AI Engineering
EVT0004805,SESS00138,STU00086,2026-10-28 13:10:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Bishoy Ghaly,student86@bua.edu.eg,2,Computer Science
EVT0004806,SESS00138,STU00087,,absent,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Dina Adel,student87@bua.edu.eg,2,Data Science
EVT0004807,SESS00138,STU00089,2026-10-28 13:07:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Verina Nasser,student89@bua.edu.eg,1,Information Systems
EVT0004808,SESS00138,STU00091,2026-10-28 13:04:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Kirollos Saad,student91@bua.edu.eg,2,Information Systems
EVT0004809,SESS00138,STU00093,2026-10-28 13:07:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Karim Fahmy,student93@bua.edu.eg,1,Information Systems
EVT0004810,SESS00138,STU00094,2026-10-28 13:06:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Youssef Ibrahim,student94@bua.edu.eg,4,Data Science
EVT0004811,SESS00138,STU00097,2026-10-28 13:11:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Karim Gerges,student97@bua.edu.eg,4,AI Engineering
EVT0004812,SESS00138,STU00100,2026-10-28 13:07:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Yara Anwar,student100@bua.edu.eg,2,Data Science
EVT0004813,SESS00138,STU00101,,absent,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Dina Ghaly,student101@bua.edu.eg,2,Data Science
EVT0004814,SESS00138,STU00103,2026-10-28 13:07:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Rana Attia,student103@bua.edu.eg,1,AI Engineering
EVT0004815,SESS00138,STU00105,2026-10-28 13:08:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Basel Rizk,student105@bua.edu.eg,2,AI Engineering
EVT0004816,SESS00138,STU00106,2026-10-28 13:01:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Kirollos Fathy,student106@bua.edu.eg,2,Data Science
EVT0004817,SESS00138,STU00109,2026-10-28 13:12:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Dina Fathy,student109@bua.edu.eg,2,Information Systems
EVT0004818,SESS00138,STU00113,2026-10-28 13:02:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Bishoy Sobhy,student113@bua.edu.eg,4,Information Systems
EVT0004819,SESS00138,STU00114,2026-10-28 13:05:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Hana Ibrahim,student114@bua.edu.eg,3,Information Systems
EVT0004820,SESS00138,STU00115,2026-10-28 12:59:00,present,ATT-S007,TT0014,R03,2026-10-28,8,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Marina Wahba,student115@bua.edu.eg,4,AI Engineering
EVT0004821,SESS00139,STU00006,2026-11-04 13:08:00,present,ATT-S007,TT0014,R03,2026-11-04,9,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Kirollos Samir,student6@bua.edu.eg,2,Data Science
EVT0004822,SESS00139,STU00014,2026-11-04 13:08:00,present,ATT-S007,TT0014,R03,2026-11-04,9,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Tamer Mikhail,student14@bua.edu.eg,2,AI Engineering
EVT0004823,SESS00139,STU00015,,absent,ATT-S007,TT0014,R03,2026-11-04,9,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Tamer Nabil,student15@bua.edu.eg,4,Computer Science
EVT0004824,SESS00139,STU00018,2026-11-04 13:11:00,present,ATT-S007,TT0014,R03,2026-11-04,9,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Hassan Ibrahim,student18@bua.edu.eg,2,AI Engineering
EVT0004825,SESS00139,STU00021,2026-11-04 13:02:00,present,ATT-S007,TT0014,R03,2026-11-04,9,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Yara Nabil,student21@bua.edu.eg,2,Information Systems
EVT0004826,SESS00139,STU00022,,absent,ATT-S007,TT0014,R03,2026-11-04,9,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Ahmed Fahmy,student22@bua.edu.eg,4,AI Engineering
EVT0004827,SESS00139,STU00034,2026-11-04 12:57:00,present,ATT-S007,TT0014,R03,2026-11-04,9,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Bishoy Fahmy,student34@bua.edu.eg,3,AI Engineering
EVT0004828,SESS00139,STU00036,,absent,ATT-S007,TT0014,R03,2026-11-04,9,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Fady Refaat,student36@bua.edu.eg,1,Information Systems
EVT0004829,SESS00139,STU00037,,rejected_duplicate,ATT-S007,TT0014,R03,2026-11-04,9,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Youssef Wahba,student37@bua.edu.eg,4,AI Engineering
EVT0004830,SESS00139,STU00039,,absent,ATT-S007,TT0014,R03,2026-11-04,9,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Omar Hanna,student39@bua.edu.eg,3,Computer Science
EVT0004831,SESS00139,STU00041,2026-11-04 13:00:00,present,ATT-S007,TT0014,R03,2026-11-04,9,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Fady Kamel,student41@bua.edu.eg,1,Data Science
EVT0004832,SESS00139,STU00051,2026-11-04 13:03:00,present,ATT-S007,TT0014,R03,2026-11-04,9,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Amir Hanna,student51@bua.edu.eg,1,Information Systems
EVT0004833,SESS00139,STU00055,2026-11-04 13:00:00,present,ATT-S007,TT0014,R03,2026-11-04,9,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Kirollos Ibrahim,student55@bua.edu.eg,3,Computer Science
EVT0004834,SESS00139,STU00056,2026-11-04 13:02:00,present,ATT-S007,TT0014,R03,2026-11-04,9,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Omar Nabil,student56@bua.edu.eg,3,Computer Science
EVT0004835,SESS00139,STU00061,,absent,ATT-S007,TT0014,R03,2026-11-04,9,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Mohamed Adel,student61@bua.edu.eg,2,Computer Science
EVT0004836,SESS00139,STU00062,,rejected_duplicate,ATT-S007,TT0014,R03,2026-11-04,9,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Basel Fouad,student62@bua.edu.eg,2,AI Engineering
EVT0004837,SESS00139,STU00064,,absent,ATT-S007,TT0014,R03,2026-11-04,9,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Farida Rizk,student64@bua.edu.eg,4,AI Engineering
EVT0004838,SESS00139,STU00065,2026-11-04 13:05:00,present,ATT-S007,TT0014,R03,2026-11-04,9,STF003,13:00,14:30,ATT-C02,STF003,Fall 2026,40,Data Structures,2,Information Systems,Ahmed Fouad,student65@bua.edu.eg,2,Information Systems
